,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ,,RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',TX',TY',TZ'
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s
190,0,,,,,,,,,,,,,12.725643,203.023560,1627.864014,-9.836324,130.946945,1364.254272,33.671364,334.164001,1549.664551,56.483044,371.388977,1343.835205,91.686554,112.615746,1518.242676,-160.090042,304.415131,1581.431641,-254.303223,322.506897,1389.089600,-302.503143,311.951630,1298.710693,-246.782623,426.607208,1316.064453,-170.475403,485.399963,1417.702759,-162.517776,520.393860,1354.378662,,,,204.114563,209.787659,1574.387085,278.988037,204.357803,1472.531982,363.492279,178.911911,1288.212646,369.382507,262.489349,1291.250122,307.712097,402.325378,1389.088623,311.367676,432.653748,1323.647705,,,,-88.416656,362.776764,1117.615723,160.016586,297.806396,1131.743652,-50.280418,153.789490,1090.636841,63.066616,119.648834,1078.156372,-128.611755,335.857422,888.953735,-81.740829,299.121002,559.666260,-95.453644,229.172287,314.212891,-78.444290,185.699326,134.009415,-38.534775,111.722710,129.096207,-8.599296,336.739441,50.543343,275.658295,421.921967,997.122009,330.910461,605.040100,863.117310,307.022400,538.282837,772.368530,161.824753,320.073975,612.415955,81.078323,283.013611,627.065125,199.308258,409.147217,459.547180
191,0,,,,,,,,,,,,,11.255430,202.922363,1616.643799,-12.936292,133.256683,1350.690674,33.366158,335.350891,1538.995972,54.895168,373.791718,1331.603760,88.418785,112.707619,1505.464233,-160.401703,306.278046,1573.100586,-255.312927,331.317261,1382.250122,-304.459351,324.397186,1292.942993,-245.381149,436.397827,1314.703003,-168.641602,488.337830,1418.906250,-158.187851,524.991272,1356.915161,,,,202.207367,208.158936,1564.050903,277.174164,203.912445,1462.185547,363.884125,182.181427,1279.794434,369.372986,265.645020,1285.814087,306.534241,400.847565,1387.968384,310.507935,433.636841,1323.730591,,,,-91.232391,364.031281,1103.134888,157.962402,300.773315,1120.467529,-49.484592,154.428299,1076.052490,64.416946,121.854431,1065.077393,-130.313385,329.860168,877.152161,-81.586845,282.371246,551.323181,-93.361366,216.528595,305.188202,-74.726143,176.274902,125.127357,-32.440655,102.681625,113.938377,-8.058248,333.643341,50.938698,275.371796,423.791016,1004.132751,336.620178,613.321350,880.651001,312.929321,548.617004,789.637329,166.584412,329.829346,629.842224,85.869690,291.930206,643.643005,204.160263,421.619995,479.684967
192,0,,,,,,,,,,,,,9.893248,202.985794,1606.167480,-15.425484,135.384003,1337.555786,33.074467,336.884735,1528.713257,53.221092,376.569275,1319.377197,85.568413,113.279343,1493.419312,-160.699524,308.081299,1565.041016,-255.983795,339.879974,1375.746826,-305.960968,336.472015,1287.655518,-243.729370,445.498779,1313.843018,-166.900604,490.607422,1420.316284,-153.773514,528.753662,1359.780273,,,,200.653015,207.204422,1554.505981,275.619751,203.787338,1452.490845,364.243073,185.292389,1271.950073,369.200073,268.571350,1280.938721,305.258606,398.958344,1387.259155,309.219513,434.160309,1324.288696,,,,-94.487724,364.524536,1089.649048,155.513412,304.131042,1109.806763,-47.781265,154.387573,1062.945923,66.844315,123.946396,1053.755005,-132.296387,323.931732,867.008728,-81.752396,268.222473,544.273438,-91.396645,206.331665,297.531433,-71.124443,168.796707,117.956497,-26.221296,96.331261,101.514938,-7.535395,331.646820,52.200439,274.351471,424.998291,1010.936829,341.375153,619.916931,897.394592,318.235748,557.685608,805.513916,171.447800,338.953125,644.313232,90.896561,299.975830,657.161621,208.707748,434.171204,497.267395
193,0,,,,,,,,,,,,,8.741047,203.291733,1596.995605,-17.196352,137.124496,1325.642944,32.807556,338.702515,1519.350098,51.586266,379.614075,1307.855591,83.281685,114.284554,1482.792480,-160.967987,309.796722,1557.694702,-256.230835,348.000092,1369.954956,-306.885468,347.924927,1283.131836,-241.755173,453.761597,1313.657104,-165.209244,492.223511,1422.089478,-149.216858,531.621582,1363.095703,,,,199.512451,206.951080,1546.219849,274.371429,203.999878,1443.922119,364.441620,188.225037,1264.977539,368.730103,271.264008,1276.825317,303.795990,396.740448,1387.126221,307.335876,434.242065,1325.457886,,,,-98.012184,364.308044,1077.955200,152.745743,307.675262,1100.314331,-45.302826,153.792862,1052.119751,70.121017,125.834557,1044.824829,-134.317398,318.457123,858.820251,-82.053917,257.136047,538.512329,-89.672020,198.614075,291.240265,-67.900375,163.259888,112.375320,-20.444584,92.557007,91.983299,-7.032074,330.486816,53.677204,272.692993,425.719360,1017.551636,345.078186,624.925537,912.816101,322.755096,565.409912,819.560303,176.206497,347.288696,655.627075,95.893646,307.116241,667.428101,212.929916,446.405853,512.009644
194,0,,,,,,,,,,,,,7.905522,203.912781,1589.630615,-18.165358,138.318970,1315.761475,32.575447,340.715515,1511.458130,50.084381,382.737854,1297.875366,81.705521,115.639175,1474.237549,-161.188843,311.393463,1551.521484,-255.981979,355.459198,1365.246826,-307.111847,358.482697,1279.617554,-239.388351,461.041107,1314.288086,-163.518509,493.232147,1424.385010,-144.489105,533.563171,1366.970581,,,,198.813797,207.399979,1539.625610,273.448273,204.579361,1436.929688,364.364258,191.002960,1259.168091,367.837616,273.767151,1273.661255,302.044037,394.340668,1387.723633,304.709381,433.956970,1327.356323,,,,-101.561707,363.500000,1068.729126,149.820084,311.144318,1092.535522,-42.315720,152.824570,1044.128540,73.879753,127.411041,1038.729248,-136.128128,313.819794,852.735413,-82.293999,249.501328,534.038879,-88.266281,193.373642,286.349976,-65.292206,159.535141,108.295853,-15.638795,90.873177,85.323303,-6.573922,329.925690,54.917816,270.553101,426.175262,1023.951538,347.682465,628.531372,926.334167,326.328369,571.743286,831.319397,180.658340,354.700836,663.637878,100.606728,313.355499,674.344666,216.806290,457.881287,523.590454
195,0,,,,,,,,,,,,,7.464561,204.887558,1584.467407,-18.279667,138.909882,1308.595581,32.391308,342.825012,1505.551270,48.773403,385.677826,1290.238281,80.964851,117.246201,1468.294556,-161.344254,312.856201,1546.952148,-255.193558,362.045288,1361.940308,-306.539734,367.869659,1277.300415,-236.572891,467.204132,1315.834106,-161.776718,493.693207,1427.353027,-139.600037,534.579407,1371.495483,,,,198.564972,208.533844,1535.095093,272.843048,205.573853,1431.895630,363.919189,193.688065,1254.798340,366.417999,276.165344,1271.627319,299.900909,391.951355,1389.199707,301.223969,433.422363,1330.092651,,,,-104.845207,362.280151,1062.414307,146.977676,314.255249,1086.956421,-39.210049,151.677719,1039.187256,77.647667,128.573959,1035.641846,-137.512421,310.346252,848.793823,-82.323753,245.517166,530.891418,-87.203613,190.595963,282.943024,-63.458576,157.443008,105.682571,-12.164610,90.610886,81.432610,-6.194469,329.778625,55.662365,268.148621,426.595154,1030.035645,349.188751,630.966980,937.401428,328.854248,576.673279,840.397888,184.634232,361.089447,668.278809,104.824524,318.733185,677.926025,220.318329,468.159546,531.682922
196,0,,,,,,,,,,,,,7.443546,206.204819,1581.771362,-17.532393,138.988647,1304.600342,32.276768,344.943024,1502.027466,47.692055,388.136993,1285.518311,81.129440,119.018837,1465.326050,-161.412292,314.194061,1544.338623,-253.854340,367.583618,1360.264404,-305.106018,375.830841,1276.309692,-233.278732,472.140869,1318.348389,-159.936630,493.663544,1431.118286,-134.597641,534.706726,1376.737183,,,,198.760376,210.324036,1532.914185,272.525848,207.051773,1429.110352,363.045135,196.373703,1252.119019,364.392365,278.570862,1270.899292,297.277832,389.782074,1391.701172,296.803436,432.777954,1333.773682,,,,-107.568878,360.869873,1059.167114,144.506424,316.743011,1083.942627,-36.432270,150.521866,1037.193359,80.926628,129.249649,1035.456055,-138.320511,308.257477,846.959290,-82.076233,245.128738,529.161011,-86.474205,190.189026,281.143951,-62.466030,156.806625,104.545296,-10.197192,91.126663,80.171730,-5.924518,329.917603,55.800358,265.745453,427.166687,1035.612671,349.630249,632.461670,945.592285,330.303253,580.214661,846.556091,188.023270,366.395416,669.572205,108.410660,323.303680,678.290466,223.445999,476.874451,536.011475
197,0,,,,,,,,,,,,,7.819158,207.816437,1581.674927,-15.993335,138.798492,1303.966431,32.265472,347.005035,1501.103149,46.881702,389.863312,1283.955200,82.191826,120.893478,1465.480713,-161.354813,315.436890,1543.915527,-251.978333,371.956879,1360.350952,-302.799042,382.157440,1276.724731,-229.511871,475.774200,1321.852295,-157.961868,493.182983,1435.774658,-129.557144,534.012390,1382.738037,,,,199.378601,212.728485,1533.258057,272.452515,209.090790,1428.759766,361.717499,199.177155,1251.335693,361.710175,281.108368,1271.644165,294.102478,388.027191,1395.373047,291.412445,432.163330,1338.504883,,,,-109.481140,359.495148,1058.881470,142.688889,318.398376,1083.682251,-34.378689,149.478821,1037.849731,83.301254,129.407639,1037.848145,-138.487717,307.639252,847.141846,-81.568550,248.056335,528.961548,-86.067329,191.949936,281.085754,-62.309715,157.496460,104.915749,-9.766402,91.989983,81.381721,-5.785598,330.268799,55.316685,263.633301,427.994659,1040.417358,349.059418,633.203918,950.649780,330.712006,582.405823,849.745239,190.787231,370.597046,667.619934,111.324844,327.104401,675.628418,226.158829,483.786743,536.414490
198,0,,,,,,,,,,,,,8.544107,209.663605,1584.174316,-13.828121,138.669678,1306.629272,32.398388,348.965332,1502.797607,46.392143,390.740356,1285.478394,84.069633,122.833755,1468.683350,-161.112549,316.621704,1545.771240,-249.596695,375.110260,1362.234985,-299.665833,386.714050,1278.576172,-225.320145,478.064453,1326.348389,-155.829880,492.262207,1441.380859,-124.565819,532.581604,1389.515869,,,,200.378006,215.679886,1536.165161,272.577576,211.753647,1430.910034,359.956726,202.228867,1252.576172,358.358276,283.898529,1273.994141,290.313416,386.829956,1400.345337,285.057831,431.693329,1344.382935,,,,-110.408409,358.338196,1061.262817,141.748154,319.097839,1086.145142,-33.301224,148.613541,1040.803467,84.529503,129.068771,1042.378052,-138.033569,308.436981,849.217041,-80.885353,253.906067,530.377625,-85.987061,195.618256,282.860077,-62.934414,159.454834,106.828293,-10.785013,93.095146,84.920105,-5.784527,330.807251,54.253353,262.083618,429.086670,1044.141602,347.542664,633.327515,952.476135,330.164490,583.313171,850.057983,192.960739,373.697510,662.583435,113.624214,330.128357,670.162170,228.407867,488.807648,532.884399
199,0,,,,,,,,,,,,,9.571078,211.685425,1589.124023,-11.272251,138.908447,1312.309814,32.711933,350.784607,1506.960693,46.269249,390.827911,1289.811157,86.623383,124.828781,1474.656738,-160.618225,317.770081,1549.836426,-246.757812,377.044830,1365.859253,-295.810638,389.461823,1281.838013,-220.793121,479.014038,1331.821167,-153.532089,490.876587,1447.953369,-119.711639,530.502441,1397.061768,,,,201.696060,219.075607,1541.520020,272.867523,215.059875,1435.493164,357.835236,205.656677,1255.858521,354.374023,287.040680,1278.016846,285.858917,386.249359,1406.708130,277.796326,431.439209,1351.480591,,,,-110.277153,357.492218,1065.925781,141.807358,318.821808,1091.083374,-33.262875,147.930252,1045.731567,84.581413,128.299408,1048.589478,-137.048218,310.479034,853.046204,-80.155319,262.306824,533.426819,-86.246246,200.978989,286.483215,-64.245689,162.695114,110.310112,-13.052772,94.664070,90.707245,-5.912718,331.549713,52.705444,261.295166,430.365540,1046.476685,345.158752,632.908691,951.097107,328.766174,583.036316,847.636230,194.636780,375.709564,654.659058,115.444199,332.312622,662.112305,230.125854,491.989899,525.572449
200,0,,,,,,,,,,,,,10.863500,213.807938,1596.236816,-8.572906,139.692566,1320.576294,33.226612,352.424255,1513.307373,46.539803,390.319092,1296.567505,89.676819,126.886742,1482.968628,-159.820801,318.865570,1555.888916,-243.535660,377.805328,1371.078491,-291.390198,390.469116,1286.415039,-216.055618,478.673187,1338.223389,-151.075348,488.972076,1455.454346,-115.077835,527.856812,1405.333618,,,,203.253799,222.781311,1549.055542,273.304779,218.967331,1442.302979,355.474152,209.566742,1261.070801,349.852020,290.598083,1283.685669,280.711548,386.244781,1414.482300,269.744171,431.422302,1359.826660,,,,-109.116798,356.937592,1072.477051,142.879059,317.657379,1098.081543,-34.143429,147.380142,1052.370117,83.622139,127.191841,1056.077026,-135.673080,313.521423,858.489685,-79.526604,273.007446,538.048950,-86.853287,207.946335,291.894836,-66.120743,167.281601,115.378662,-16.269863,97.149300,98.742424,-6.153192,332.547455,50.845543,261.344543,431.695435,1047.152222,341.991669,631.962646,946.635254,326.621246,581.694763,842.605042,195.941605,376.644958,644.056396,116.965485,333.544891,651.676392,231.237045,493.498566,514.767151
201,0,,,,,,,,,,,,,12.394494,215.941956,1605.107666,-5.936049,141.019547,1330.916260,33.940044,353.844818,1521.447510,47.202454,389.453461,1305.304321,93.038986,129.024155,1493.098022,-158.704315,319.841492,1563.576172,-240.036652,377.469025,1377.666626,-286.603088,389.904602,1292.135010,-211.256775,477.145111,1345.457764,-148.487213,486.486206,1463.780884,-110.740868,524.720764,1414.248779,,,,204.964310,226.649673,1558.375854,273.882446,223.374985,1451.007935,353.027832,214.029160,1267.972290,344.939545,294.592560,1290.866821,274.899170,386.690979,1423.594727,261.076385,431.617798,1369.381836,,,,-107.043243,356.552490,1080.562500,144.885071,315.783630,1106.637573,-35.679466,146.883499,1060.500610,81.958382,125.843971,1064.515991,-134.079178,317.302063,865.400696,-79.144905,285.903229,544.119507,-87.804413,216.578568,298.978363,-68.424049,173.296204,122.050583,-20.082939,101.077408,109.072098,-6.491797,333.881500,48.961094,262.162903,432.909637,1045.975952,338.115875,630.441040,939.287415,323.819519,579.394531,835.064880,197.005585,376.511322,630.980225,118.376404,333.685394,639.017517,231.669388,493.568237,500.857819
202,0,,,,,,,,,,,,,14.138824,218.000824,1615.258179,-3.490395,142.720566,1342.791138,34.823353,355.005249,1530.925171,48.222092,388.446594,1315.545532,96.533615,131.253525,1504.496338,-157.293915,320.588013,1572.451904,-236.397308,376.138611,1385.329468,-281.670502,388.014587,1298.752197,-206.556107,474.584473,1353.366821,-145.822205,483.378876,1472.762573,-106.768410,521.169922,1423.677002,,,,206.741547,230.545441,1568.991089,274.594971,228.148132,1461.177856,350.661865,219.074463,1276.213501,339.822876,299.010742,1299.320312,268.535034,387.419220,1433.866333,252.012970,431.966736,1380.019287,,,,-104.233360,356.152405,1089.871704,147.683548,313.443085,1116.234375,-37.523933,146.354218,1069.918457,79.971413,124.350594,1073.658325,-132.442596,321.590820,873.604187,-79.133537,300.999878,551.476318,-89.078484,227.022049,307.588318,-71.019890,180.792221,130.362411,-24.147953,106.879807,121.738991,-6.926204,335.660370,47.484600,263.551147,433.837982,1042.866089,333.581787,628.241821,929.305847,320.430878,576.194458,825.120483,197.940201,375.315338,615.622070,119.841736,332.599152,624.263977,231.364838,492.456116,484.286591
203,0,,,,,,,,,,,,,16.064146,219.919540,1626.185181,-1.265469,144.528351,1355.661621,35.824524,355.865204,1541.251831,49.525936,387.458496,1326.808228,100.030350,133.574142,1516.635132,-155.651459,320.971649,1582.020874,-232.771790,373.937622,1393.722412,-276.812164,385.091797,1305.958862,-202.107742,471.186493,1361.731079,-143.163651,479.660675,1482.166382,-103.215767,517.282166,1433.436279,,,,208.508011,234.364822,1580.359741,275.431519,233.153534,1472.316528,348.534821,224.700073,1285.372803,334.709351,303.818726,1308.717407,261.823425,388.265808,1445.020264,242.801941,432.396210,1391.518799,,,,-100.902542,355.544342,1100.117188,151.086853,310.908051,1126.383057,-39.311096,145.718323,1080.394653,78.052849,122.806320,1083.306885,-130.920181,326.223907,882.878174,-79.572403,318.343445,559.950195,-90.627632,239.413452,317.581207,-73.776100,189.738907,140.395966,-28.184992,114.751122,136.749222,-7.467905,338.015808,46.996990,265.226379,434.331207,1037.870972,328.410431,625.228821,916.980774,316.504517,572.093567,812.914062,198.826263,373.075104,598.161316,121.485817,330.191315,607.522766,230.286194,490.401489,465.499390
204,0,,,,,,,,,,,,,18.127161,221.655136,1637.392090,0.809031,146.168121,1368.996460,36.880077,356.393585,1551.937866,51.002949,386.586945,1338.621338,103.461983,135.966141,1529.025757,-153.866806,320.860718,1591.780151,-229.314560,371.006653,1402.468262,-272.223785,381.443878,1313.403564,-198.045715,467.170135,1370.276245,-140.617325,475.404633,1491.706787,-100.121613,513.135986,1443.293701,,,,210.201035,238.042694,1591.927368,276.373810,238.285202,1483.896362,346.785614,230.880310,1294.993286,329.808899,308.975830,1318.668579,255.034332,389.108307,1456.700439,233.703842,432.842957,1403.575562,,,,-97.285500,354.576416,1111.006226,154.871780,308.451263,1136.641357,-40.713581,144.928314,1091.648804,76.550720,121.313095,1093.287842,-129.630936,331.115479,892.956482,-80.479370,337.938202,569.395569,-92.365799,253.779831,328.853546,-76.561363,199.969589,152.296768,-32.020390,124.570282,154.060333,-8.137292,341.085541,48.199131,266.877167,434.278442,1031.159058,322.601227,621.254333,902.628235,312.072418,567.041870,798.635315,199.711243,369.838257,578.773926,123.388145,326.435120,588.900635,228.419327,487.600555,444.899750
205,0,,,,,,,,,,,,,20.274139,223.173538,1648.409058,2.878447,147.431229,1382.270752,37.925049,356.578156,1562.519287,52.506615,385.871582,1350.538208,106.821419,138.387451,1541.216919,-152.048828,320.147888,1601.254883,-226.164764,367.498871,1411.175049,-268.062042,377.365784,1320.713623,-194.473724,462.759705,1378.688110,-138.299057,470.739166,1501.061890,-97.505409,508.808899,1452.970825,,,,211.777954,241.550125,1603.161743,277.396423,243.471832,1495.389648,345.525879,237.574326,1304.620850,325.316223,314.442505,1328.761597,248.458496,389.881195,1468.501221,224.972122,433.269440,1415.823364,,,,-93.613792,353.169128,1122.224731,158.792603,306.326630,1146.621826,-41.481861,143.974045,1103.339355,75.731293,119.987259,1103.427612,-128.646103,336.243164,903.552490,-81.803497,359.674896,579.717041,-94.167130,269.968903,341.379517,-79.242996,211.160675,166.269028,-35.605900,135.911209,173.575562,-8.954835,344.978027,51.855621,268.210052,433.616364,1022.984985,316.149139,616.178894,886.577942,307.159515,560.973511,782.511169,200.610001,365.694794,557.639099,125.584274,321.386078,568.524475,225.768265,484.197418,422.814789
206,0,,,,,,,,,,,,,22.443497,224.438263,1658.805786,5.123147,148.203445,1394.972168,38.892849,356.429474,1572.582642,53.864780,385.304871,1362.141846,110.145485,140.772629,1552.782593,-150.317612,318.766327,1610.025024,-223.434875,363.575043,1419.452637,-264.438110,373.116821,1327.526001,-191.459412,458.167175,1386.633545,-136.319733,465.830322,1509.895264,-95.368515,504.382782,1462.157715,,,,213.220703,244.885422,1613.582764,278.469788,248.671005,1506.295898,344.835266,244.732529,1313.836548,321.392822,320.184784,1338.594604,242.360840,390.575287,1480.002808,216.830627,433.667542,1427.865234,,,,-90.090065,351.323486,1133.435181,162.602264,304.758484,1155.997559,-41.462124,142.886932,1115.070435,75.760773,118.960991,1113.541138,-127.987175,341.616547,914.389954,-83.436707,383.290527,590.885071,-95.886292,287.629700,355.227600,-81.696693,222.866348,182.537064,-38.991287,148.140289,195.144897,-9.932079,349.724640,58.707561,268.980835,432.333282,1013.646606,309.063904,609.884338,869.159363,301.796722,553.842529,764.784973,201.506149,360.777039,534.944336,128.066132,315.180817,546.552002,222.345383,480.286163,399.479156
207,0,,,,,,,,,,,,,24.570644,225.408783,1668.205933,7.716241,148.453812,1406.610962,39.709023,355.977570,1581.780518,54.902142,384.847504,1373.049316,113.493767,143.033890,1563.307739,-148.796707,316.696594,1617.745972,-221.203766,359.395355,1426.934570,-261.415344,368.901367,1333.517944,-189.032486,453.577332,1393.790527,-134.769928,460.860840,1517.879028,-93.698036,499.948364,1470.536743,,,,214.538788,248.062897,1622.789673,279.567261,253.858887,1516.167969,344.753510,252.302353,1322.278320,318.149414,326.176270,1347.805908,236.949509,391.229675,1490.806641,209.454803,434.057220,1439.306396,,,,-86.869553,349.112152,1144.284790,166.078384,303.935760,1164.506836,-40.593834,141.735321,1126.408203,76.705811,118.373810,1123.419922,-127.630341,347.241974,925.228516,-85.243538,408.374268,602.930115,-97.399376,306.247162,370.540619,-83.829185,234.599228,201.283859,-42.252872,160.561264,218.579361,-11.069990,355.245819,69.355949,269.011353,430.468811,1003.440857,301.384766,602.280151,850.683777,296.030212,545.646057,745.696411,202.356018,355.246216,510.882629,130.781281,308.023102,523.168640,218.165009,475.921234,375.037384
