Segments
100
,,Subject1:LowerBack,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
326,0,5.9854,124.852,124.072,93.1505,-386.008,1274.54
327,0,5.8963,125.083,123.982,92.5389,-387.099,1281.89
328,0,6.12514,124.275,124.442,92.3113,-387.445,1288.52
329,0,6.13801,124.799,124.362,91.8044,-388.549,1293.51
330,0,6.41027,124.133,124.655,91.4308,-389.024,1297.17
331,0,6.37462,124.644,124.594,90.8994,-389.988,1299.52
332,0,6.91562,123.981,124.801,90.5613,-390.338,1300.62
333,0,6.67139,124.46,124.822,90.136,-391.195,1300.6
334,0,7.20864,123.779,125.018,89.9548,-391.457,1299.4
335,0,6.99049,124.23,125.009,89.5998,-392.135,1297.11
336,0,7.50637,123.719,125.071,89.4814,-392.387,1293.65
337,0,7.31667,123.991,125.066,89.3252,-392.964,1289.2
338,0,7.24094,124.111,125.045,89.5518,-393.547,1283.51
339,0,7.27505,123.977,124.976,89.4358,-394.08,1277.17
340,0,7.28268,124.111,124.771,90.0436,-394.789,1269.29
341,0,6.96458,124.161,124.549,90.1029,-395.679,1261.29
342,0,7.46676,123.934,124.29,90.1486,-396.255,1251.26
343,0,7.21665,124.258,124.017,90.5101,-397.431,1240.48
344,0,7.07448,124.492,123.72,90.3442,-398.355,1229.1
345,0,7.26586,124.678,123.344,90.5002,-399.592,1216.59
346,0,7.21567,124.839,122.983,90.3941,-400.39,1204.22
347,0,7.18007,125.05,122.637,90.551,-401.593,1191.31
348,0,7.09932,125.102,122.304,91.1649,-402.336,1179.49
349,0,6.8851,125.267,122.015,91.3695,-403.238,1167.84
350,0,6.98074,125.373,121.828,91.2201,-403.732,1157.89
351,0,6.84668,125.462,121.682,91.3923,-404.232,1149.67
352,0,6.81962,125.506,121.638,91.2728,-404.414,1143.96
353,0,6.76851,125.492,121.662,91.3517,-404.394,1141.03
354,0,6.78238,125.406,121.78,91.4403,-403.97,1141.13
355,0,6.6839,125.358,121.91,91.4203,-403.795,1143.92
356,0,6.6685,125.259,122.101,91.4156,-403.344,1149.53
357,0,6.67844,125.152,122.316,91.393,-402.819,1157.57
358,0,6.64913,125.053,122.486,91.4976,-402.417,1167.57
359,0,6.70404,124.945,122.666,91.6403,-402.007,1178.82
360,0,6.70028,124.881,122.81,91.6788,-401.784,1190.99
361,0,6.65359,124.792,122.926,92.094,-401.701,1203.42
362,0,6.53205,124.739,123.073,92.0364,-401.639,1216.17
363,0,6.36808,124.656,123.115,92.5619,-401.872,1228.11
364,0,5.59461,124.834,123.207,92.7365,-402.71,1239.86
365,0,5.5911,124.762,123.271,92.9355,-402.807,1250.38
366,0,5.68794,124.536,123.195,92.8271,-403.682,1260.1
367,0,5.43873,124.791,123.241,92.2288,-404.604,1268.01
368,0,5.19692,124.991,123.313,91.7692,-405.085,1275.16
369,0,4.65247,125.331,123.243,91.6345,-405.586,1280.81
370,0,4.47864,125.348,123.447,91.3165,-406.365,1285.45
371,0,4.7715,125.028,123.612,91.1616,-406.343,1288.68
372,0,4.42415,125.203,123.737,91.0516,-407.03,1290.86
373,0,4.43117,125.108,123.687,91.3303,-406.919,1291.45
374,0,4.58736,125.001,123.768,90.7357,-407.22,1290.69
375,0,4.90835,124.578,124.052,91.1797,-407.162,1288.86
