Segments
100
,,Subject1:LowerBack,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
141,0,-3.1657,130.054,128.974,4.97563,228.921,1202.9
142,0,-5.14689,130.846,129.622,7.56958,228.306,1194.53
143,0,-7.10231,131.64,130.22,9.90715,227.751,1186.22
144,0,-8.91086,132.397,130.741,11.9461,227.156,1178.19
145,0,-10.5819,133.079,131.19,13.6582,226.681,1170.76
146,0,-12.0622,133.662,131.585,15.0244,226.39,1164.3
147,0,-13.3654,134.122,131.926,16.0409,226.366,1159.11
148,0,-14.4562,134.444,132.223,16.7133,226.659,1155.42
149,0,-15.3496,134.614,132.478,17.0491,227.327,1153.39
150,0,-16.0265,134.635,132.687,17.071,228.359,1153.09
151,0,-16.4997,134.527,132.832,16.8041,229.685,1154.52
152,0,-16.7633,134.303,132.919,16.258,231.292,1157.57
153,0,-16.8251,133.988,132.928,15.4503,233.101,1162.06
154,0,-16.6808,133.609,132.853,14.3945,235.031,1167.8
155,0,-16.3362,133.185,132.69,13.0853,237.049,1174.51
156,0,-15.7643,132.76,132.429,11.4455,238.988,1181.8
157,0,-15.0228,132.308,132.074,9.62904,240.961,1189.58
158,0,-14.0897,131.86,131.615,7.57217,242.851,1197.48
159,0,-12.9681,131.418,131.054,5.28078,244.636,1205.25
160,0,-11.6656,130.975,130.399,2.75641,246.331,1212.6
161,0,-10.1754,130.528,129.643,0.0129258,247.921,1219.34
162,0,-8.51325,130.06,128.798,-2.91944,249.443,1225.25
163,0,-6.69623,129.567,127.86,-5.99769,250.866,1230.2
164,0,-4.80455,129.018,126.836,-9.01663,252.26,1234.08
165,0,-2.73937,128.397,125.708,-12.0059,253.583,1236.77
166,0,-0.508555,127.763,124.561,-15.5027,254.823,1238.34
167,0,1.70124,127.02,123.33,-18.5771,256.029,1238.66
168,0,4.07248,126.274,122.078,-22.1764,257.127,1237.66
169,0,6.24758,125.461,120.771,-25.1757,258.072,1235.39
170,0,8.73056,124.603,119.467,-29.0377,259.024,1232.25
171,0,11.0979,123.685,118.151,-32.5366,259.878,1227.84
172,0,13.3487,122.781,116.833,-36.1084,260.639,1222.29
173,0,15.4536,121.889,115.499,-39.4753,261.139,1215.85
174,0,17.4822,120.948,114.233,-42.8404,261.723,1208.87
175,0,19.4152,120.055,112.962,-46.0247,262.168,1201.25
176,0,21.0847,119.157,111.766,-48.8484,262.556,1193.05
177,0,22.6366,118.365,110.686,-51.8106,263.055,1185.02
178,0,23.9736,117.482,109.707,-54.0866,263.79,1177.36
179,0,25.0976,116.709,108.841,-56.0334,264.535,1170.18
180,0,25.9958,116.029,108.125,-57.5652,265.46,1163.79
181,0,26.7229,115.394,107.572,-58.7135,266.613,1158.77
182,0,27.271,114.858,107.182,-59.495,267.98,1155.08
183,0,27.6414,114.433,106.952,-59.9089,269.537,1152.95
184,0,27.8641,114.131,106.87,-60.0213,271.244,1152.41
185,0,27.934,113.953,106.926,-59.8072,273.091,1153.45
186,0,27.8785,113.909,107.089,-59.3333,274.98,1156.01
187,0,27.6745,113.995,107.34,-58.5229,276.86,1159.85
188,0,27.3766,114.211,107.66,-57.5527,278.684,1164.93
189,0,26.972,114.547,108.036,-56.3732,280.43,1170.95
190,0,26.4644,115.003,108.455,-55.0188,282.043,1177.71
191,0,25.8597,115.575,108.91,-53.5293,283.498,1184.94
192,0,25.1527,116.253,109.407,-51.9266,284.801,1192.44
193,0,24.3152,117.047,109.933,-50.1676,285.839,1199.95
194,0,23.4049,117.912,110.542,-48.43,286.95,1207.18
195,0,22.3804,118.865,111.217,-46.6691,287.932,1214.09
196,0,21.1999,119.869,111.971,-44.718,288.837,1220.56
197,0,19.8944,120.889,112.82,-42.6245,289.877,1226.23
198,0,18.4065,121.944,113.728,-40.2835,290.747,1230.87
199,0,16.9123,123.001,114.769,-38.2923,291.928,1234.82
200,0,15.1548,124.009,115.84,-35.597,293.026,1237.39
201,0,13.4238,125.001,116.993,-33.2505,294.285,1238.94
202,0,11.5677,125.95,118.188,-30.6729,295.501,1239.35
203,0,9.56017,126.805,119.361,-27.5486,296.729,1238.52
204,0,7.54756,127.642,120.526,-24.5319,297.842,1236.27
205,0,5.53085,128.438,121.663,-21.4923,298.901,1232.66
206,0,3.53291,129.214,122.734,-18.447,299.757,1227.79
207,0,1.5772,129.973,123.733,-15.4353,300.444,1221.77
208,0,-0.305208,130.732,124.653,-12.5491,300.927,1214.7
209,0,-2.0898,131.486,125.495,-9.81307,301.227,1207.02
210,0,-3.80771,132.216,126.239,-7.14061,301.453,1198.63
211,0,-5.40032,132.933,126.914,-4.7533,301.592,1190.01
212,0,-6.85119,133.614,127.528,-2.67712,301.734,1181.55
213,0,-8.14787,134.233,128.093,-0.947052,301.972,1173.63
214,0,-9.27037,134.766,128.593,0.472866,302.267,1166.59
215,0,-10.2694,135.199,129.088,1.48231,302.908,1160.83
216,0,-11.0957,135.513,129.552,2.1554,303.787,1156.6
217,0,-11.7971,135.698,129.972,2.53959,304.928,1154.09
218,0,-12.3459,135.762,130.333,2.68401,306.274,1153.42
219,0,-12.7739,135.707,130.631,2.6203,307.835,1154.59
220,0,-13.0671,135.556,130.844,2.40139,309.536,1157.51
221,0,-13.2398,135.334,130.956,2.05274,311.294,1162.02
222,0,-13.2779,135.059,130.96,1.58659,313.072,1167.9
223,0,-13.181,134.753,130.85,0.9997,314.812,1174.87
224,0,-12.938,134.429,130.629,0.277762,316.492,1182.63
225,0,-12.5149,134.108,130.299,-0.681444,318.036,1190.75
226,0,-11.9478,133.785,129.872,-1.80289,319.5,1199.12
227,0,-11.2064,133.467,129.356,-3.17266,320.848,1207.37
228,0,-10.2833,133.154,128.761,-4.8236,322.084,1215.21
229,0,-9.17468,132.835,128.098,-6.77005,323.231,1222.38
230,0,-7.93904,132.484,127.377,-8.8542,324.358,1228.71
231,0,-6.49186,132.099,126.616,-11.2746,325.414,1233.98
232,0,-4.91765,131.707,125.777,-13.8563,326.383,1238.13
