Joints
100
,,Subject1:World_Root,,,,,,Subject1:World_Root,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX',RY',RZ',TX',TY',TZ'
,,deg,deg,deg,mm,mm,mm,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s
104,0,1.76465,-65.6219,5.36957,346.871,953.733,28.9826,-39.2016,-0.071717,2.01614,125.238,20.0152,46.0112
105,0,1.18265,-65.5498,5.3967,348.245,954.207,29.6024,-58.2005,7.21678,2.71329,137.427,47.4095,61.9864
106,0,0.804025,-65.5702,5.49816,349.624,955.104,30.0137,-37.862,-2.03949,10.1462,137.922,89.699,41.1302
107,0,0.541744,-65.6146,5.72231,351.079,956.352,30.4447,-26.2281,-4.44031,22.4147,145.453,124.794,43.099
108,0,0.222465,-65.6901,5.88693,352.644,958.072,30.9083,-31.9279,-7.54873,16.4624,156.51,171.936,46.3637
109,0,-0.0208859,-65.8012,6.12787,354.251,960.251,31.5085,-24.3351,-11.1107,24.0935,160.766,217.956,60.0178
110,0,-0.254204,-65.954,6.35777,356.013,962.879,32.1796,-23.3318,-15.2832,22.9903,176.159,262.809,67.1107
111,0,-0.500245,-66.1317,6.53891,357.776,965.978,33.0188,-24.6042,-17.7646,18.114,176.293,309.926,83.9166
112,0,-0.720671,-66.3654,6.75342,359.612,969.529,34.0644,-22.0426,-23.3715,21.4512,183.651,355.059,104.563
113,0,-0.817229,-66.6308,7.06578,361.523,973.457,35.3178,-9.65575,-26.5435,31.2357,191.095,392.753,125.34
114,0,-0.958836,-66.9317,7.33427,363.414,977.711,36.844,-14.1607,-30.0877,26.8495,189.012,425.434,152.623
115,0,-0.957137,-67.2874,7.74909,365.327,982.224,38.6013,0.169837,-35.573,41.4818,191.319,451.338,175.725
116,0,-0.896586,-67.6751,8.23009,367.173,986.932,40.6495,6.05518,-38.7736,48.0999,184.652,470.793,204.82
117,0,-0.656795,-68.1011,8.88186,368.985,991.719,42.9146,23.9791,-42.5937,65.1773,181.156,478.709,226.512
118,0,-0.380506,-68.5687,9.59371,370.67,996.516,45.4512,27.6289,-46.7636,71.1843,168.484,479.716,253.663
119,0,0.0147794,-69.0713,10.4325,372.243,1001.21,48.2053,39.5285,-50.2538,83.8826,157.306,468.922,275.409
120,0,0.532729,-69.6105,11.4084,373.699,1005.69,51.1708,51.7949,-53.9291,97.5909,145.575,448.525,296.549
121,0,1.21768,-70.177,12.5587,375.057,1009.87,54.3144,68.4953,-56.6448,115.022,135.866,418.162,314.362
122,0,1.93425,-70.774,13.7751,376.266,1013.7,57.6861,71.6572,-59.6979,121.645,120.929,382.71,337.163
123,0,2.72601,-71.3952,15.101,377.37,1017.1,61.2768,79.1753,-62.1226,132.587,110.337,340.474,359.073
124,0,3.64297,-72.0269,16.5703,378.417,1020.03,65.0586,91.6963,-63.1676,146.934,104.725,292.23,378.177
125,0,4.63427,-72.6706,18.1359,379.408,1022.45,69.0345,99.1298,-64.3684,156.562,99.1166,242.126,397.592
126,0,5.6705,-73.3163,19.7604,380.356,1024.36,73.1873,103.623,-64.5692,162.45,94.8131,191.605,415.285
127,0,6.67133,-73.9591,21.3359,381.228,1025.78,77.4526,100.083,-64.281,157.55,87.1688,141.144,426.528
128,0,7.61551,-74.5859,22.8149,382.021,1026.69,81.7669,94.4188,-62.6834,147.9,79.2742,91.8031,431.427
129,0,8.48536,-75.1876,24.1521,382.748,1027.14,86.068,86.9847,-60.1719,133.714,72.7534,44.9181,430.108
130,0,9.16899,-75.7673,25.2349,383.385,1027.17,90.3456,68.3633,-57.9637,108.284,63.6965,3.15905,427.767
131,0,9.63231,-76.3204,26.0263,383.959,1026.84,94.5934,46.3318,-55.3143,79.1375,57.3337,-32.9971,424.773
132,0,9.87657,-76.8431,26.5175,384.504,1026.21,98.7962,24.4254,-52.2721,49.1186,54.5174,-63.5386,420.278
133,0,9.88624,-77.3393,26.7002,385.046,1025.34,102.966,0.967582,-49.6138,18.2708,54.2343,-86.9632,416.97
134,0,9.6667,-77.8108,26.5834,385.61,1024.3,107.112,-21.9542,-47.1563,-11.6788,56.3383,-103.486,414.623
135,0,9.24363,-78.2626,26.2016,386.233,1023.17,111.259,-42.3066,-45.1756,-38.1813,62.3822,-113.308,414.658
136,0,8.64694,-78.6993,25.5906,386.938,1022,115.42,-59.6689,-43.6709,-61.1018,70.4557,-117.171,416.145
137,0,7.80311,-79.1341,24.7019,387.715,1020.85,119.648,-84.3838,-43.4844,-88.8669,77.7036,-114.596,422.805
138,0,6.96742,-79.5612,23.7656,388.636,1019.75,123.899,-83.5686,-42.703,-93.625,92.11,-110.674,425.06
139,0,6.04548,-79.9852,22.6863,389.571,1018.74,128.161,-92.1939,-42.3998,-107.93,93.5376,-101.137,426.255
140,0,5.34812,-80.4228,21.8183,390.828,1017.76,132.551,-69.7362,-43.7672,-86.8001,125.706,-97.3344,438.966
141,0,4.63548,-80.8881,20.9032,392.218,1016.87,137.016,-71.2642,-46.5266,-91.5167,138.938,-89.1566,446.552
142,0,4.1212,-81.3676,20.1643,393.789,1016.05,141.584,-51.4274,-47.9459,-73.884,157.124,-82.0637,456.758
143,0,3.7855,-81.8734,19.5717,395.534,1015.26,146.238,-33.5703,-50.5857,-59.2644,174.513,-78.5708,465.409
144,0,3.70086,-82.4017,19.1998,397.468,1014.48,150.989,-8.4644,-52.826,-37.1853,193.337,-78.4516,475.125
145,0,3.94627,-82.9493,19.1266,399.586,1013.66,155.836,24.5417,-54.759,-7.32709,211.847,-82.2306,484.613
146,0,4.71569,-83.5029,19.5411,401.932,1012.75,160.779,76.9413,-55.3676,41.4505,234.556,-90.754,494.303
147,0,5.77567,-84.0617,20.2203,404.452,1011.73,165.846,105.998,-55.8785,67.925,252.059,-102.472,506.705
148,0,7.51772,-84.6056,21.5432,407.204,1010.53,171.005,174.205,-54.3902,132.284,275.198,-119.507,515.933
149,0,9.76191,-85.1366,23.3372,410.146,1009.14,176.275,224.419,-53.1006,179.408,294.137,-138.915,526.959
150,0,12.6587,-85.6368,25.7496,413.291,1007.53,181.642,289.675,-50.0188,241.24,314.534,-161.445,536.717
151,0,16.252,-86.0961,28.8276,416.636,1005.67,187.105,359.336,-45.9289,307.797,334.534,-185.764,546.318
152,0,20.524,-86.5061,32.5583,420.173,1003.56,192.665,427.203,-40.9989,373.073,353.688,-210.917,555.965
153,0,25.3549,-86.861,36.8291,423.89,1001.2,198.324,483.085,-35.491,427.074,371.692,-236.022,565.91
154,0,29.755,-87.339,40.8673,427.516,998.857,204.604,440.009,-47.7977,403.824,362.554,-234.27,627.999
155,0,35.5186,-87.4333,45.9443,431.748,995.852,210.151,576.358,-9.42771,507.697,423.267,-300.497,554.754
156,0,39.1184,-87.7435,49.0133,435.809,992.898,216.382,359.987,-31.0193,306.9,406.048,-295.359,623.098
157,0,42.4766,-87.8351,51.7848,440.233,989.641,222.413,335.817,-9.16338,277.148,442.398,-325.757,603.12
158,0,42.3873,-87.9815,51.1627,444.589,986.267,228.695,-8.93116,-14.6432,-62.2094,435.635,-337.368,628.126
159,0,40.8574,-88.0154,49.1227,449.039,982.728,234.986,-152.993,-3.39255,-204.003,444.996,-353.891,629.163
160,0,35.1652,-88.0486,42.9637,453.61,979.145,241.563,-569.213,-3.31196,-615.893,457.099,-358.278,657.631
161,0,25.7517,-88.0011,33.1196,458.218,975.509,248.292,-941.357,4.7463,-984.412,460.798,-363.594,672.95
162,0,15.0723,-87.7905,22.0271,462.925,971.832,255.106,-1067.93,21.0582,-1109.25,470.71,-367.743,681.442
163,0,4.47727,-87.3926,11.034,467.667,968.15,262.016,-1059.5,39.7886,-1099.31,474.232,-368.214,691
164,0,-3.18499,-86.7811,2.98629,472.543,964.466,268.984,-766.226,61.1561,-804.771,487.569,-368.375,696.793
165,0,-8.70634,-85.9719,-2.92179,477.482,960.811,275.992,-552.135,80.9152,-590.808,493.845,-365.543,700.739
166,0,-12.2077,-84.9784,-6.81303,482.515,957.191,283.027,-350.139,99.3526,-389.124,503.367,-361.925,703.481
167,0,-14.1491,-83.818,-9.14502,487.669,953.614,290.081,-194.134,116.039,-233.2,515.422,-357.699,705.454
168,0,-15.1812,-82.501,-10.5697,492.914,950.094,297.14,-103.215,131.702,-142.465,524.5,-351.995,705.88
169,0,-15.574,-81.0395,-11.3518,498.252,946.64,304.193,-39.2743,146.146,-78.2147,533.742,-345.469,705.352
170,0,-15.5545,-79.4468,-11.7123,503.666,943.261,311.226,1.94353,159.272,-36.0441,541.386,-337.851,703.29
171,0,-15.2672,-77.7416,-11.7872,509.139,939.971,318.22,28.7372,170.522,-7.4946,547.344,-328.97,699.344
172,0,-14.8222,-75.9401,-11.6767,514.645,936.789,325.158,44.4968,180.145,11.0505,550.538,-318.247,693.792
173,0,-14.2943,-74.0661,-11.4443,520.151,933.735,332.015,52.7883,187.404,23.2399,550.681,-305.414,685.745
174,0,-13.7096,-72.1494,-11.1039,525.636,930.835,338.766,58.4748,191.674,34.0447,548.506,-290.03,675.121
175,0,-13.1088,-70.217,-10.6855,531.07,928.117,345.385,60.0757,193.238,41.8347,543.404,-271.726,661.904
176,0,-12.5108,-68.2976,-10.1984,536.427,925.618,351.845,59.8006,191.934,48.7143,535.601,-249.946,645.927
177,0,-11.9262,-66.4221,-9.64808,541.679,923.376,358.109,58.4557,187.557,55.0283,525.218,-224.209,626.478
178,0,-11.3633,-64.6211,-9.04463,546.805,921.433,364.134,56.2977,180.099,60.3451,512.618,-194.24,602.496
179,0,-10.8246,-62.9081,-8.39851,551.764,919.841,369.88,53.868,171.294,64.6127,495.905,-159.222,574.595
180,0,-10.3187,-61.3029,-7.72945,556.511,918.653,375.299,50.5891,160.526,66.9056,474.685,-118.822,541.905
181,0,-9.8397,-59.8123,-7.04707,561.01,917.916,380.349,47.8991,149.057,68.2383,449.932,-73.7369,504.92
182,0,-9.38798,-58.4395,-6.37075,565.207,917.674,384.986,45.1722,137.286,67.6319,419.664,-24.1935,463.76
183,0,-8.95153,-57.1732,-5.70501,569.064,917.952,389.19,43.6447,126.625,66.5733,385.737,27.8771,420.421
184,0,-8.56597,-56.0138,-5.12298,572.469,918.784,392.892,38.556,115.943,58.203,340.492,83.2021,370.175
185,0,-8.10911,-54.9422,-4.47074,575.588,920.115,396.212,45.6863,107.156,65.2249,311.893,133.097,331.962
186,0,-7.63603,-53.92,-3.869,578.251,921.953,399.047,47.3082,102.222,60.1737,266.325,183.737,283.483
187,0,-7.14624,-52.9356,-3.30965,580.471,924.261,401.456,48.9791,98.437,55.9346,221.938,230.789,240.976
188,0,-6.60674,-51.9474,-2.77492,582.273,926.977,403.475,53.9499,98.8253,53.4728,180.274,271.612,201.833
189,0,-6.02415,-50.9309,-2.27783,583.656,930.037,405.135,58.2592,101.646,49.7099,138.307,306.022,166.023
190,0,-5.4038,-49.8559,-1.83477,584.631,933.374,406.482,62.0341,107.505,44.3051,97.4238,333.691,134.656
191,0,-4.75052,-48.6999,-1.43629,585.235,936.91,407.596,65.3288,115.597,39.8489,60.4272,353.563,111.41
192,0,-4.06874,-47.4482,-1.08635,585.509,940.565,408.528,68.1773,125.166,34.9937,27.436,365.573,93.2604
193,0,-3.39372,-46.0926,-0.819607,585.439,944.275,409.334,67.5025,135.559,26.6742,-7.00355,371.015,80.5348
194,0,-2.72548,-44.6314,-0.623797,585.085,947.966,410.073,66.8242,146.128,19.581,-35.435,369.042,73.9783
195,0,-2.08475,-43.0763,-0.511989,584.461,951.581,410.797,64.0729,155.507,11.1808,-62.3345,361.466,72.3332
196,0,-1.49292,-41.4518,-0.490177,583.582,955.073,411.559,59.1828,162.449,2.18123,-87.9943,349.224,76.2403
197,0,-0.93421,-39.7812,-0.535437,582.506,958.393,412.374,55.871,167.057,-4.526,-107.521,332.057,81.5153
198,0,-0.427172,-38.0952,-0.657849,581.243,961.513,413.265,50.7038,168.604,-12.2413,-126.344,311.947,89.097
199,0,0.0188499,-36.4262,-0.852867,579.811,964.406,414.248,44.6022,166.895,-19.5018,-143.152,289.345,98.2851
200,0,0.389174,-34.8144,-1.11686,578.207,967.061,415.337,37.0324,161.184,-26.3997,-160.468,265.461,108.898
201,0,0.697002,-33.2898,-1.43671,576.469,969.46,416.496,30.7829,152.461,-31.9844,-173.765,239.956,115.857
202,0,0.944095,-31.8707,-1.80519,574.602,971.601,417.713,24.7093,141.912,-36.8479,-186.759,214.034,121.704
203,0,1.12815,-30.5899,-2.21344,572.611,973.487,418.969,18.4053,128.073,-40.8253,-199.008,188.589,125.599
204,0,1.25675,-29.4548,-2.65086,570.523,975.121,420.233,12.8601,113.515,-43.7416,-208.884,163.436,126.407
205,0,1.3326,-28.4707,-3.10723,568.343,976.515,421.492,7.5855,98.4054,-45.6378,-217.986,139.385,125.897
206,0,1.36422,-27.6367,-3.57175,566.088,977.678,422.711,3.1618,83.401,-46.4519,-225.437,116.36,121.972
207,0,1.52389,-26.9669,-3.80294,564.202,978.577,423.838,15.9672,66.9813,-23.1184,-188.643,89.8719,112.692
208,0,1.40516,-26.4232,-4.43524,561.455,979.312,424.789,-11.8731,54.37,-63.2303,-274.73,73.5044,95.0217
209,0,1.33342,-25.9831,-4.76095,559.346,979.841,425.856,-7.17391,44.0134,-32.5711,-210.851,52.9051,106.749
210,0,1.21188,-25.6436,-5.24898,556.821,980.188,426.61,-12.1548,33.9488,-48.8028,-252.527,34.7137,75.4267
211,0,1.07886,-25.367,-5.54986,554.699,980.336,427.365,-13.3014,27.6607,-30.0878,-212.151,14.7164,75.5221
212,0,0.92782,-25.153,-5.89429,552.457,980.297,427.864,-15.1042,21.3973,-34.4431,-224.203,-3.91006,49.8116
213,0,0.771605,-24.9755,-6.09849,550.513,980.04,428.262,-15.6215,17.7472,-20.4197,-194.472,-25.6121,39.8099
214,0,0.577373,-24.7626,-6.19898,549.012,979.569,428.713,-19.4232,21.2895,-10.0496,-150.061,-47.1473,45.1267
215,0,0.446743,-24.6775,-6.40983,546.731,978.852,428.391,-13.063,8.51725,-21.0853,-228.083,-71.6746,-32.2461
216,0,0.204313,-24.4455,-6.36457,545.513,977.929,428.691,-24.243,23.1984,4.52645,-121.85,-92.3276,30.0616
