Joints
100
,,Subject1:World_Root,,,,,,Subject1:World_Root,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX',RY',RZ',TX',TY',TZ'
,,deg,deg,deg,mm,mm,mm,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s
107,0,9.32518,-64.3025,11.1448,168.719,987.288,-302.096,24.4608,-39.1554,44.3444,-98.6665,95.3376,-10.1656
108,0,9.61488,-64.667,11.6509,167.813,988.162,-302.101,28.9702,-36.4527,50.6017,-90.6453,87.4698,-0.569224
109,0,9.89269,-64.99,12.1361,166.974,988.98,-302.025,27.7805,-32.2959,48.5279,-83.9099,81.7776,7.63535
110,0,10.2273,-65.279,12.6782,166.207,989.732,-301.873,33.461,-28.8992,54.2083,-76.7067,75.2091,15.2498
111,0,10.5176,-65.5304,13.1771,165.546,990.424,-301.623,29.0315,-25.1426,49.8909,-66.0703,69.1652,24.9147
112,0,10.8336,-65.7602,13.7029,164.907,991.046,-301.283,31.5994,-22.9822,52.5802,-63.847,62.2332,34.0223
113,0,11.1697,-65.9592,14.2308,164.363,991.614,-300.876,33.6102,-19.9018,52.7851,-54.419,56.7377,40.6861
114,0,11.4037,-66.1521,14.6645,163.895,992.121,-300.349,23.3967,-19.2905,43.3691,-46.7718,50.6937,52.774
115,0,11.6444,-66.334,15.1079,163.473,992.587,-299.701,24.0739,-18.1908,44.3416,-42.2314,46.6168,64.7664
116,0,11.8052,-66.5372,15.4708,163.101,993.01,-298.93,16.0832,-20.3123,36.2932,-37.2589,42.3491,77.0718
117,0,11.9426,-66.751,15.7957,162.784,993.386,-298.077,13.7318,-21.386,32.4864,-31.6352,37.5986,85.2704
118,0,12.0444,-66.9881,16.0779,162.525,993.725,-297.111,10.1869,-23.7055,28.2246,-25.9176,33.8912,96.6966
119,0,12.1338,-67.2556,16.3409,162.331,994.033,-296.025,8.9356,-26.7477,26.3,-19.4296,30.7679,108.552
120,0,12.2403,-67.5561,16.6129,162.217,994.311,-294.82,10.6468,-30.0576,27.1987,-11.3606,27.8056,120.473
121,0,12.245,-67.9024,16.7808,162.112,994.561,-293.457,0.477942,-34.625,16.7889,-10.5277,24.9803,136.283
122,0,12.3341,-68.2803,17.0103,162.117,994.774,-292,8.90716,-37.7901,22.9503,0.479817,21.3325,145.757
123,0,12.4669,-68.6834,17.2742,162.225,994.952,-290.401,13.2816,-40.3111,26.3901,10.857,17.7979,159.895
124,0,12.5535,-69.1243,17.4716,162.361,995.084,-288.671,8.66111,-44.0861,19.7363,13.6241,13.2263,173.026
125,0,12.7222,-69.5709,17.7332,162.63,995.167,-286.798,16.865,-44.6626,26.1663,26.843,8.31485,187.248
126,0,12.9261,-70.03,18.0044,162.99,995.189,-284.806,20.3921,-45.9084,27.1123,35.964,2.13385,199.166
127,0,13.1338,-70.4882,18.2485,163.426,995.141,-282.686,20.7733,-45.8196,24.415,43.6559,-4.80413,212.073
128,0,13.436,-70.9273,18.556,163.999,995.017,-280.446,30.2146,-43.9106,30.7442,57.3307,-12.4097,224.006
129,0,13.7605,-71.3449,18.8491,164.672,994.808,-278.09,32.4519,-41.7591,29.3121,67.2326,-20.8795,235.599
130,0,13.9475,-71.7736,19.033,165.373,994.595,-275.391,18.6953,-42.8717,18.3954,70.1651,-21.2729,269.902
131,0,14.4084,-72.0938,19.3325,166.292,994.133,-273.015,46.0897,-32.0274,29.9502,91.8865,-46.2174,237.557
132,0,14.7785,-72.4035,19.5477,167.27,993.645,-270.357,37.0138,-30.9619,21.5124,97.7263,-48.7983,265.783
133,0,15.0942,-72.6911,19.7428,168.349,993.166,-267.325,31.572,-28.7647,19.5135,107.98,-47.8804,303.254
134,0,15.3977,-72.9075,19.7965,169.497,992.484,-264.521,30.3448,-21.6367,5.36631,114.751,-68.2294,280.416
135,0,15.7627,-73.0869,19.9278,170.78,991.763,-261.518,36.5057,-17.9402,13.1363,128.299,-72.0859,300.297
136,0,15.9827,-73.2219,19.8677,172.098,990.955,-258.461,21.9934,-13.4978,-6.00954,131.847,-80.8299,305.614
137,0,16.202,-73.3134,19.8009,173.517,990.091,-255.286,21.9322,-9.15519,-6.68129,141.869,-86.4029,317.562
138,0,16.292,-73.3669,19.586,174.984,989.173,-252.03,8.9986,-5.3494,-21.4943,146.669,-91.7912,325.581
139,0,16.2978,-73.3653,19.2863,176.525,988.211,-248.655,0.587909,0.164608,-29.9709,154.1,-96.1244,337.543
140,0,16.2755,-73.3304,18.9621,178.082,987.165,-245.295,-2.23484,3.48203,-32.4139,155.78,-104.612,335.987
141,0,16.052,-73.2185,18.4383,179.74,986.151,-241.707,-22.3518,11.194,-52.3809,165.75,-101.435,358.793
142,0,15.7078,-73.0392,17.8125,181.48,985.124,-237.993,-34.4168,17.9265,-62.5835,173.955,-102.746,371.365
143,0,15.2003,-72.7822,17.0396,183.271,984.091,-234.163,-50.7483,25.7061,-77.2834,179.145,-103.229,382.996
144,0,14.5741,-72.4292,16.1584,185.145,983.072,-230.256,-62.624,35.295,-88.1257,187.393,-101.942,390.704
145,0,13.741,-71.9433,15.0825,187.171,982.092,-226.145,-83.3058,48.5886,-107.593,202.56,-97.99,411.069
146,0,12.9966,-71.4269,14.1605,189.096,981.034,-222.018,-74.4429,51.6451,-92.1936,192.554,-105.774,412.713
147,0,12.0842,-70.7495,13.0824,191.194,980.043,-217.707,-91.2431,67.7411,-107.81,209.799,-99.1106,431.171
148,0,11.2567,-69.9246,12.102,193.454,979.069,-213.364,-82.7439,82.4889,-98.04,225.976,-97.394,434.299
149,0,10.2571,-68.9938,11.0103,195.725,978.119,-208.776,-99.9672,93.0757,-109.175,227.115,-94.9979,458.717
150,0,9.26504,-67.9205,9.9448,198.085,977.182,-204.109,-99.2016,107.334,-106.547,235.996,-93.6747,466.777
151,0,8.39814,-66.7072,9.03539,200.605,976.259,-199.341,-86.6898,121.327,-90.941,252.007,-92.3872,476.776
152,0,7.48675,-65.3641,8.09912,203.172,975.353,-194.501,-91.1388,134.315,-93.6272,256.673,-90.5931,483.97
153,0,6.62127,-63.9035,7.2647,205.854,974.467,-189.485,-86.5484,146.058,-83.4422,268.212,-88.5308,501.651
154,0,5.78915,-62.3367,6.49007,208.613,973.599,-184.376,-83.2122,156.682,-77.4622,275.87,-86.8618,510.904
155,0,4.99373,-60.6717,5.79196,211.476,972.748,-179.152,-79.5418,166.495,-69.8114,286.344,-85.0916,522.384
156,0,4.23334,-58.9217,5.16735,214.467,971.925,-173.847,-76.0389,175,-62.4607,299.112,-82.2723,530.523
157,0,3.4949,-57.1214,4.60805,217.5,971.123,-168.416,-73.8443,180.036,-55.9306,303.328,-80.1682,543.064
158,0,2.84846,-55.263,4.15824,220.697,970.348,-162.975,-64.6432,185.833,-44.9809,319.695,-77.5635,544.138
159,0,2.21444,-53.3689,3.73564,223.976,969.611,-157.555,-63.4023,189.411,-42.2597,327.896,-73.6415,541.952
160,0,1.59639,-51.4815,3.39227,227.336,968.921,-152.026,-61.8055,188.744,-34.3371,335.994,-69.0162,552.861
161,0,1.08855,-49.591,3.13446,230.819,968.279,-146.659,-50.7833,189.048,-25.7811,348.254,-64.2598,536.7
162,0,0.568664,-47.7214,2.89479,234.332,967.709,-141.331,-51.9889,186.966,-23.9664,351.374,-56.9522,532.833
163,0,0.0622182,-45.9022,2.69587,237.932,967.207,-136.087,-50.6445,181.913,-19.8923,359.911,-50.2169,524.408
164,0,-0.353529,-44.1477,2.56995,241.546,966.784,-131.013,-41.5748,175.453,-12.5918,361.449,-42.2657,507.422
165,0,-0.813047,-42.4449,2.39764,245.106,966.451,-126.144,-45.9517,170.279,-17.2314,356.029,-33.2892,486.843
166,0,-1.16172,-40.8366,2.31721,248.663,966.213,-121.483,-34.8669,160.828,-8.04347,355.685,-23.8717,466.171
167,0,-1.52805,-39.3077,2.19063,252.093,966.078,-117.117,-36.633,152.894,-12.6575,342.98,-13.5064,436.547
168,0,-1.7989,-37.8846,2.11271,255.419,966.057,-113.031,-27.0857,142.311,-7.79216,332.585,-2.03848,408.576
169,0,-2.11401,-36.5564,1.98026,258.538,966.15,-109.214,-31.5108,132.817,-13.2445,311.905,9.26852,381.795
170,0,-2.34289,-35.3393,1.86655,261.445,966.371,-105.713,-22.8876,121.706,-11.3719,290.674,22.0656,350.016
171,0,-2.56338,-34.2256,1.7244,264.105,966.706,-102.524,-22.0492,111.37,-14.2141,266.051,33.5932,318.895
172,0,-2.75258,-33.2059,1.57668,266.504,967.169,-99.6107,-18.9203,101.971,-14.7726,239.885,46.2174,291.374
173,0,-2.89257,-32.2778,1.42581,268.627,967.745,-97.0011,-13.9993,92.8168,-15.0865,212.312,57.6317,260.956
174,0,-3.0558,-31.4212,1.22288,270.353,968.443,-94.6356,-16.3227,85.6598,-20.2936,172.624,69.7792,236.548
175,0,-3.13349,-30.6369,1.05935,271.867,969.228,-92.5696,-7.76864,78.4259,-16.3527,151.339,78.5291,206.605
176,0,-3.24888,-29.8842,0.838768,272.944,970.125,-90.6722,-11.5394,75.2707,-22.0582,107.697,89.6692,189.736
177,0,-3.32063,-29.1534,0.635223,273.75,971.092,-88.9923,-7.17456,73.0827,-20.3545,80.5944,96.7741,167.996
178,0,-3.35442,-28.4199,0.445829,274.281,972.124,-87.4993,-3.37926,73.352,-18.9393,53.1048,103.176,149.292
179,0,-3.40837,-27.6608,0.249813,274.516,973.211,-86.0937,-5.39463,75.9024,-19.6016,23.5021,108.635,140.564
180,0,-3.44928,-26.8548,0.0609061,274.493,974.334,-84.7983,-4.09182,80.6015,-18.8907,-2.22623,112.355,129.535
181,0,-3.48812,-25.9888,-0.122541,274.235,975.482,-83.5734,-3.88354,86.6051,-18.3447,-25.8178,114.745,122.49
182,0,-3.51442,-25.0554,-0.300285,273.766,976.635,-82.4235,-2.62958,93.3419,-17.7744,-46.9267,115.329,114.997
183,0,-3.55786,-24.0556,-0.47994,273.105,977.783,-81.293,-4.34483,99.9721,-17.9655,-66.0896,114.828,113.047
184,0,-3.55848,-23.0057,-0.572739,272.465,978.898,-80.2136,-0.0615784,104.99,-9.27987,-64.0064,111.526,107.94
185,0,-3.60956,-21.8974,-0.783487,271.439,979.981,-79.2052,-5.10809,110.833,-21.0749,-102.63,108.236,100.838
186,0,-3.60945,-20.7693,-0.93159,270.438,981.01,-78.2342,0.0115259,112.811,-14.8103,-100.124,102.907,97.1079
187,0,-3.63533,-19.6388,-1.10987,269.291,981.971,-77.2999,-2.58864,113.053,-17.8278,-114.67,96.1661,93.4288
188,0,-3.61518,-18.5412,-1.2585,268.131,982.845,-76.4626,2.01508,109.753,-14.8631,-115.97,87.3089,83.7259
189,0,-3.61832,-17.494,-1.42376,266.882,983.63,-75.6568,-0.31342,104.72,-16.5258,-124.925,78.5172,80.5765
190,0,-3.57543,-16.5281,-1.56069,265.633,984.306,-74.9669,4.28808,96.598,-13.6932,-124.916,67.6274,68.9924
191,0,-3.51241,-15.6623,-1.69492,264.33,984.875,-74.377,6.30213,86.5733,-13.4235,-130.305,56.8449,58.9944
192,0,-3.41691,-14.9134,-1.81435,262.987,985.329,-73.8964,9.5508,74.8874,-11.9426,-134.233,45.4545,48.0622
