Joints,,,,,,,,,,,,,
100,,,,,,,,,,,,,
,,Subject1:World_Root,,,,,,Subject1:LowerBack,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm
454,0,-1.7663,-16.9756,-2.6092,3.3651,1039.29,475.956,17.4304,115.846,115.652,-10.9059,472.924,1212.29
455,0,-1.84735,-17.4526,-2.80153,4.7674,1032.86,473.069,17.7137,115.701,115.527,-12.8427,470.03,1205.83
456,0,-1.96515,-17.8036,-2.97734,6.186,1025.75,470.378,17.8943,115.62,115.493,-14.7509,467.196,1198.69
457,0,-2.09417,-17.9845,-3.11623,7.82136,1018.23,467.565,17.9536,115.633,115.54,-16.7763,464.151,1191.15
458,0,-2.25603,-18.1327,-3.22566,9.18734,1010.61,464.76,17.9503,115.651,115.618,-18.4486,460.984,1183.51
459,0,-2.42569,-18.2002,-3.31281,10.4702,1003.03,461.763,17.8503,115.724,115.725,-19.9777,457.568,1175.9
460,0,-2.57886,-18.0842,-3.36917,11.6581,995.878,458.643,17.5947,115.887,115.909,-21.3336,454.021,1168.73
461,0,-2.70521,-17.8392,-3.36521,12.8304,989.529,455.214,17.2667,116.097,116.171,-22.508,450.165,1162.37
462,0,-2.79455,-17.4718,-3.30164,13.9043,983.871,451.517,16.8504,116.319,116.526,-23.4186,446.078,1156.71
463,0,-2.87225,-17.0213,-3.17666,14.8037,979.326,447.728,16.3808,116.517,116.971,-23.9807,441.869,1152.17
464,0,-2.95295,-16.5743,-2.99288,15.5293,975.781,443.747,15.8735,116.728,117.433,-24.1962,437.413,1148.63
465,0,-3.06755,-16.1549,-2.77038,16.0134,973.228,439.71,15.3308,116.92,117.926,-24.0538,432.779,1146.09
466,0,-3.20029,-15.7823,-2.53316,16.2193,971.697,435.467,14.7579,117.115,118.4,-23.5854,427.887,1144.56
467,0,-3.33061,-15.3876,-2.28585,16.3612,971.228,431.204,14.141,117.324,118.917,-23.0214,422.98,1144.09
468,0,-3.43448,-14.968,-2.03531,16.4439,971.855,426.958,13.5243,117.538,119.471,-22.3862,418.176,1144.71
469,0,-3.51905,-14.5389,-1.79117,16.3817,973.479,422.615,12.925,117.737,120.058,-21.6218,413.347,1146.34
470,0,-3.59008,-14.1352,-1.57033,16.1849,976.064,418.206,12.3938,117.884,120.664,-20.7875,408.523,1148.92
471,0,-3.65775,-13.7584,-1.3815,15.7471,979.499,413.552,11.8782,118.004,121.266,-19.803,403.498,1152.34
472,0,-3.71763,-13.3756,-1.21894,15.0247,983.657,408.583,11.3444,118.13,121.873,-18.6093,398.207,1156.49
473,0,-3.77117,-13.058,-1.07787,13.8856,988.591,403.615,10.8813,118.212,122.441,-17.0595,392.961,1161.42
474,0,-3.80672,-12.7216,-0.951052,12.5416,994.13,398.316,10.3888,118.328,122.997,-15.346,387.452,1166.95
475,0,-3.82368,-12.3415,-0.829105,11.0476,1000.01,392.714,9.84468,118.5,123.537,-13.4961,381.7,1172.83
476,0,-3.79197,-11.897,-0.698812,9.44303,1006.14,386.683,9.22934,118.782,124.036,-11.5102,375.665,1178.96
477,0,-3.7367,-11.3812,-0.558194,7.83497,1012.25,380.325,8.54282,119.141,124.528,-9.48935,369.371,1185.08
478,0,-3.65416,-10.874,-0.412525,6.12059,1018.18,373.63,7.83321,119.563,124.964,-7.34547,362.827,1191.02
479,0,-3.54081,-10.333,-0.251285,4.46882,1023.66,366.641,7.03659,120.071,125.352,-5.21641,356.081,1196.52
480,0,-3.42239,-9.74817,-0.0819751,2.6774,1028.67,359.549,6.15144,120.622,125.717,-2.92198,349.252,1201.55
481,0,-3.26405,-9.12626,0.0934786,0.941857,1033.17,352.148,5.17551,121.276,126.009,-0.66326,342.243,1206.07
482,0,-3.09259,-8.55073,0.273938,-0.962489,1036.8,344.675,4.14723,121.959,126.222,1.78092,335.209,1209.72
483,0,-2.90173,-7.9314,0.45297,-2.87694,1039.7,337.005,3.00629,122.725,126.384,4.23261,328.049,1212.65
484,0,-2.70966,-7.34609,0.629027,-4.84959,1041.64,329.204,1.848,123.498,126.487,6.73489,320.775,1214.61
485,0,-2.4973,-6.74282,0.810868,-6.84279,1042.66,321.289,0.631529,124.326,126.551,9.27633,313.456,1215.65
486,0,-2.26965,-6.1191,1.01061,-8.74692,1042.71,313.245,-0.603463,125.178,126.603,11.7837,306.062,1215.71
487,0,-2.04346,-5.40168,1.23975,-10.5808,1041.62,305.217,-1.90811,126.041,126.685,14.3108,298.69,1214.64
488,0,-1.81371,-4.74187,1.4724,-12.2024,1039.74,297.111,-3.1028,126.864,126.741,16.6368,291.264,1212.77
489,0,-1.60118,-4.03544,1.70536,-13.7507,1037.02,289.212,-4.32323,127.635,126.834,18.8914,284.013,1210.05
490,0,-1.421,-3.2656,1.93367,-15.1849,1033.31,281.377,-5.55657,128.382,126.97,21.0187,276.752,1206.33
491,0,-1.27927,-2.43415,2.15188,-16.5494,1028.64,273.789,-6.79446,129.075,127.146,23.0459,269.649,1201.66
492,0,-1.18972,-1.66982,2.36616,-17.8648,1023.21,266.37,-7.93098,129.693,127.305,25.0114,262.568,1196.2
493,0,-1.15843,-1.00221,2.57816,-19.3153,1017.06,259.209,-8.9705,130.234,127.433,27.1039,255.575,1190.03
494,0,-1.19333,-0.520218,2.78831,-20.6679,1010.46,252.242,-9.83525,130.68,127.503,29.0919,248.563,1183.4
495,0,-1.28964,-0.225301,2.96645,-22.0556,1003.63,245.261,-10.5655,131.063,127.48,31.0177,241.333,1176.54
496,0,-1.43396,-0.0583949,3.11362,-23.3004,996.889,238.382,-11.1762,131.434,127.384,32.7067,234.045,1169.76
497,0,-1.67424,0.0284862,3.20807,-24.5926,990.306,231.793,-11.7408,131.743,127.275,34.284,226.746,1163.15
498,0,-1.97613,-0.0182052,3.27396,-25.8437,984.142,225.12,-12.1812,132.022,127.104,35.7339,219.154,1156.94
499,0,-2.31966,-0.188097,3.28481,-26.9666,978.861,218.545,-12.4925,132.208,126.923,36.8895,211.515,1151.62
500,0,-2.68835,-0.378836,3.22307,-27.9996,974.766,212.287,-12.7195,132.268,126.814,37.7361,204.112,1147.48
501,0,-3.06039,-0.516486,3.09461,-28.7816,971.886,206.184,-12.9225,132.273,126.764,38.1302,196.868,1144.57
502,0,-3.42669,-0.679792,2.93154,-29.3729,970.191,200.197,-12.9991,132.219,126.723,38.229,189.754,1142.83
503,0,-3.73842,-0.838805,2.76121,-29.5542,969.601,193.929,-12.974,132.149,126.679,37.8958,182.528,1142.21
504,0,-3.97256,-1.0022,2.5951,-29.6582,970.019,187.406,-12.8573,132.05,126.607,37.498,175.283,1142.6
505,0,-4.11441,-1.14842,2.43456,-29.7457,971.433,180.689,-12.693,131.91,126.513,37.1004,168.127,1144.01
506,0,-4.1667,-1.29247,2.28862,-29.8669,973.778,173.89,-12.4731,131.687,126.402,36.7806,161.162,1146.36
507,0,-4.11525,-1.34451,2.15536,-29.7727,976.961,166.906,-12.3089,131.438,126.304,36.2838,154.334,1149.57
508,0,-3.97266,-1.27775,2.01721,-29.3931,980.809,159.526,-12.2151,131.177,126.249,35.4872,147.399,1153.46
509,0,-3.74918,-1.11978,1.85948,-28.7576,985.235,151.781,-12.1533,130.919,126.205,34.3757,140.353,1157.95
510,0,-3.48461,-0.886893,1.6761,-27.9805,990.226,143.91,-12.1374,130.638,126.199,33.0449,133.31,1163.01
511,0,-3.19121,-0.617967,1.47583,-27.1009,995.571,135.95,-12.1342,130.339,126.219,31.5606,126.264,1168.43
512,0,-2.86431,-0.336615,1.24749,-25.9652,1001.2,127.735,-12.1271,130.026,126.233,29.7351,119.061,1174.13
513,0,-2.52914,-0.0815811,1.00899,-24.7039,1007.1,119.415,-12.1076,129.707,126.248,27.7531,111.769,1180.09
514,0,-2.17454,0.130665,0.754974,-23.2463,1012.92,110.909,-12.0486,129.42,126.233,25.5278,104.344,1185.97
515,0,-1.81531,0.338336,0.495564,-21.5995,1018.59,102.288,-11.9777,129.17,126.217,23.0969,96.8112,1191.68
516,0,-1.44762,0.479601,0.234333,-19.7621,1023.92,93.4877,-11.8567,128.968,126.154,20.4699,89.1185,1197.05
517,0,-1.08137,0.66887,-0.0158619,-17.8993,1028.72,84.5451,-11.7963,128.842,126.088,17.8508,81.2761,1201.88
518,0,-0.735016,0.870058,-0.271405,-15.893,1032.74,75.7222,-11.7274,128.74,126.039,15.0722,73.4882,1205.9
519,0,-0.401356,1.22051,-0.509592,-13.7236,1035.95,66.7535,-11.743,128.733,126.039,12.1832,65.5075,1209.12
520,0,-0.102484,1.64557,-0.740393,-11.49,1038.11,57.8208,-11.7739,128.763,126.069,9.2525,57.4468,1211.28
521,0,0.158105,2.17775,-0.958145,-9.15859,1039.32,48.9122,-11.836,128.858,126.125,6.26417,49.28,1212.48
522,0,0.361132,2.7402,-1.17492,-6.82501,1039.65,40.0003,-11.8932,128.975,126.177,3.27744,40.9219,1212.79
523,0,0.527447,3.18817,-1.42958,-4.53714,1039.19,30.9824,-11.8456,129.107,126.139,0.222645,32.3359,1212.32
524,0,0.683011,3.47616,-1.66595,-2.13195,1038,21.7712,-11.6238,129.252,126.037,-2.89418,23.5295,1211.1
525,0,0.832586,3.70126,-1.90759,0.222282,1035.71,12.3451,-11.4053,129.433,125.901,-5.9757,14.4881,1208.78
526,0,0.957192,4.05896,-2.14466,2.68385,1032.73,2.97346,-11.3169,129.644,125.846,-9.14915,5.40588,1205.78
527,0,1.08889,4.35199,-2.38991,5.34697,1029.12,-6.56889,-11.1716,129.875,125.765,-12.5485,-3.82854,1202.13
528,0,1.22419,4.62364,-2.60263,8.01449,1024.82,-16.2182,-11.0286,130.125,125.701,-15.8535,-13.1557,1197.8
529,0,1.31209,4.88397,-2.79794,10.6686,1019.85,-25.6649,-10.9334,130.362,125.688,-19.0922,-22.4235,1192.8
530,0,1.36739,5.06234,-2.95323,13.3639,1014.46,-35.0582,-10.8286,130.628,125.683,-22.2523,-31.718,1187.39
531,0,1.36716,5.10694,-3.07884,15.9713,1008.74,-44.3167,-10.6988,130.871,125.672,-25.2367,-41.0183,1181.64
532,0,1.31373,5.09734,-3.15994,18.4732,1002.95,-53.3623,-10.6384,131.127,125.692,-27.9825,-50.2457,1175.85
533,0,1.19371,5.09708,-3.20923,20.9239,997.267,-62.3082,-10.708,131.355,125.791,-30.5814,-59.5672,1170.16
534,0,1.05829,5.08909,-3.23549,23.272,991.814,-71.1317,-10.8538,131.592,125.918,-33.0086,-68.805,1164.71
535,0,0.93439,5.13232,-3.23325,25.4173,986.869,-79.932,-11.1069,131.831,126.089,-35.1465,-77.9859,1159.77
536,0,0.820645,5.24857,-3.2061,27.337,982.726,-88.4516,-11.4487,132.005,126.35,-36.9828,-86.861,1155.63
537,0,0.696783,5.38057,-3.15803,29.046,979.375,-96.8155,-11.8229,132.079,126.686,-38.5453,-95.6071,1152.3
538,0,0.558819,5.54726,-3.07239,30.6964,977.082,-105.01,-12.2555,132.11,127.085,-39.9358,-104.221,1150.02
539,0,0.420663,5.67241,-2.94697,32.1543,975.751,-113.222,-12.6592,132.14,127.481,-41.0149,-112.832,1148.71
540,0,0.253705,5.72899,-2.79241,33.358,975.295,-121.481,-13.0606,132.145,127.874,-41.7536,-121.557,1148.28
541,0,0.0704236,5.71657,-2.61194,34.6181,975.932,-129.723,-13.3939,132.156,128.279,-42.4716,-130.296,1148.94
542,0,-0.124488,5.68459,-2.41524,35.6925,977.459,-137.914,-13.8095,132.159,128.686,-42.9554,-139.012,1150.49
543,0,-0.317619,5.63418,-2.21161,36.5014,979.884,-146.093,-14.2393,132.185,129.086,-43.1529,-147.709,1152.93
544,0,-0.512825,5.51319,-2.02402,37.0694,983.093,-154.28,-14.6273,132.172,129.48,-43.1583,-156.416,1156.16
545,0,-0.696927,5.37295,-1.85329,37.225,986.886,-162.533,-15.0241,132.146,129.859,-42.8019,-165.163,1159.96
546,0,-0.854519,5.21377,-1.7048,37.1124,991.152,-170.742,-15.3956,132.12,130.222,-42.2439,-173.792,1164.23
547,0,-0.986949,5.08894,-1.56627,36.9169,995.707,-179.14,-15.7724,132.088,130.584,-41.6326,-182.542,1168.79
548,0,-1.08489,4.97569,-1.44265,36.4331,1000.39,-187.908,-16.1587,132.095,130.895,-40.7774,-191.564,1173.48
549,0,-1.12672,4.89374,-1.31434,35.9131,1004.98,-196.895,-16.5514,132.147,131.161,-39.8716,-200.638,1178.08
550,0,-1.12957,4.8816,-1.18659,35.2314,1009.4,-206.168,-17.0012,132.238,131.387,-38.8054,-209.886,1182.51
551,0,-1.08599,4.91871,-1.04216,34.5946,1013.42,-215.801,-17.4696,132.382,131.58,-37.7335,-219.352,1186.54
552,0,-0.984429,5.01593,-0.886652,33.9357,1016.97,-225.77,-17.9776,132.576,131.714,-36.606,-228.979,1190.11
553,0,-0.838728,5.15438,-0.710866,33.2584,1019.94,-236.013,-18.4684,132.806,131.817,-35.399,-238.741,1193.09
554,0,-0.638278,5.30926,-0.515839,32.632,1022.21,-246.667,-18.957,133.109,131.846,-34.1851,-248.74,1195.38
555,0,-0.410647,5.39997,-0.310393,32.0523,1023.66,-257.458,-19.3432,133.407,131.83,-32.9869,-258.787,1196.84
556,0,-0.134337,5.51329,-0.0848484,31.5797,1024.35,-268.671,-19.7447,133.791,131.757,-31.8356,-269.101,1197.53
557,0,0.182019,5.71367,0.151404,31.133,1024.31,-280.226,-20.1983,134.237,131.657,-30.6782,-279.63,1197.5
558,0,0.528656,6.02114,0.378729,30.8793,1023.4,-291.68,-20.6922,134.699,131.574,-29.7416,-289.962,1196.58
559,0,0.89936,6.49933,0.612259,30.6912,1021.6,-303.312,-21.2608,135.208,131.512,-28.8531,-300.384,1194.75
560,0,1.29534,7.03889,0.854985,30.6422,1018.8,-315.158,-21.7652,135.756,131.426,-28.0781,-310.927,1191.91
561,0,1.69498,7.59367,1.11159,30.7509,1015.3,-327.162,-22.2182,136.315,131.309,-27.4213,-321.596,1188.36
562,0,2.06757,8.01366,1.3729,30.9331,1011.38,-338.947,-22.4751,136.823,131.149,-26.8249,-332.122,1184.38
563,0,2.36214,8.47618,1.64203,31.2303,1006.79,-350.217,-22.7634,137.273,131.063,-26.3226,-342.351,1179.72
564,0,2.55637,8.83084,1.92528,31.638,1001.47,-361.288,-22.9388,137.687,130.953,-25.8893,-352.676,1174.35
565,0,2.66531,9.079,2.21244,32.1069,995.983,-371.988,-23.0256,138.062,130.81,-25.5056,-362.887,1168.8
566,0,2.72147,9.17211,2.50228,32.8072,990.608,-382.58,-22.9534,138.395,130.6,-25.3434,-373.161,1163.38
567,0,2.71997,9.15295,2.79437,33.3329,985.177,-392.774,-22.7609,138.656,130.362,-24.9981,-383.224,1157.9
568,0,2.68277,8.98824,3.05686,33.5951,980.015,-402.676,-22.4808,138.852,130.055,-24.4737,-393.14,1152.7
569,0,2.63261,8.78374,3.29384,33.9519,975.403,-412.355,-22.1104,138.97,129.73,-24.1186,-402.896,1148.05
570,0,2.56307,8.63538,3.49427,34.1939,971.528,-421.702,-21.7347,138.995,129.45,-23.7588,-412.388,1144.15
571,0,2.49225,8.44057,3.62903,34.2938,968.555,-430.609,-21.2874,138.899,129.161,-23.4513,-421.486,1141.16
572,0,2.40738,8.22028,3.70241,34.3228,966.398,-439.057,-20.7365,138.694,128.889,-23.2551,-430.2,1139
573,0,2.3122,7.96744,3.69818,34.3798,965.247,-447.247,-20.1483,138.415,128.6,-23.3178,-438.727,1137.87
574,0,2.22284,7.71697,3.62997,34.4456,965.151,-455.104,-19.5063,138.08,128.297,-23.5808,-446.929,1137.8
575,0,2.1422,7.40765,3.483,34.5944,966.125,-462.527,-18.7385,137.637,127.981,-24.1615,-454.71,1138.82
576,0,2.10659,7.12566,3.28851,34.7606,968.183,-470.003,-17.9112,137.184,127.644,-24.9034,-462.416,1140.92
577,0,2.10242,6.82396,3.06105,35.1361,971.018,-477.197,-16.998,136.675,127.322,-25.9543,-469.754,1143.8
578,0,2.16326,6.47109,2.81264,35.6083,974.573,-484.567,-15.9751,136.15,126.959,-27.165,-477.081,1147.39
579,0,2.2928,6.11173,2.55347,36.3376,978.766,-492.067,-14.9097,135.623,126.577,-28.6665,-484.324,1151.61
580,0,2.45301,5.81111,2.2871,37.2878,983.368,-499.531,-13.8373,135.068,126.239,-30.4128,-491.426,1156.23
581,0,2.67137,5.48642,2.00076,38.4097,988.294,-507.058,-12.7503,134.5,125.868,-32.3918,-498.414,1161.16
582,0,2.8866,5.17126,1.71461,39.535,993.231,-514.367,-11.6843,133.904,125.517,-34.375,-505.183,1166.09
583,0,3.12403,4.84,1.41962,40.9617,998.281,-521.76,-10.5783,133.317,125.143,-36.6871,-511.963,1171.14
584,0,3.36813,4.55926,1.12892,42.646,1003.05,-529.304,-9.48138,132.783,124.778,-39.2454,-518.861,1175.88
585,0,3.60053,4.28169,0.845898,44.5105,1007.32,-536.729,-8.36867,132.267,124.409,-41.9616,-525.663,1180.14
586,0,3.80011,3.9719,0.574435,46.564,1011.03,-544.113,-7.22864,131.778,124.03,-44.8327,-532.515,1183.81
587,0,3.95493,3.60245,0.307301,48.618,1014.08,-551.343,-6.05839,131.296,123.624,-47.6917,-539.34,1186.85
588,0,4.08967,3.11678,0.0380389,50.8085,1016.52,-558.725,-4.83903,130.86,123.123,-50.6945,-546.367,1189.26
589,0,4.18567,2.44706,-0.27292,52.808,1018.29,-566.21,-3.55482,130.424,122.518,-53.633,-553.605,1191.01
590,0,4.28275,1.70061,-0.598513,54.8276,1019.33,-574.001,-2.26732,130.076,121.849,-56.6367,-561.122,1192.03
591,0,4.37854,0.779186,-0.98125,56.6213,1019.43,-581.906,-0.90987,129.721,121.087,-59.5876,-568.727,1192.09
592,0,4.49428,-0.110278,-1.39677,58.4604,1018.55,-590.044,0.355998,129.457,120.334,-62.6827,-576.469,1191.15
593,0,4.64357,-0.978762,-1.82794,60.3278,1016.67,-598.429,1.60878,129.242,119.579,-65.852,-584.322,1189.19
594,0,4.82104,-1.74212,-2.25357,62.2775,1013.74,-606.968,2.78615,129.1,118.876,-69.0852,-592.218,1186.16
595,0,5.02303,-2.46337,-2.67718,64.4317,1009.86,-615.527,3.91218,129,118.201,-72.5142,-600.034,1182.17
596,0,5.24336,-3.08612,-3.02447,66.6265,1005.03,-624.192,4.9981,128.949,117.588,-75.7517,-607.897,1177.21
597,0,5.45986,-3.55153,-3.33808,68.9863,999.565,-632.496,5.95853,128.929,117.082,-79.0519,-615.424,1171.61
598,0,5.66629,-3.98142,-3.62851,71.3113,993.656,-640.578,6.87612,128.919,116.613,-82.246,-622.755,1165.57
599,0,5.83469,-4.30683,-3.85659,73.569,987.408,-648.215,7.68101,128.937,116.248,-85.1852,-629.779,1159.22
600,0,5.9638,-4.57693,-4.03172,75.8672,981.127,-655.643,8.36688,128.977,115.959,-88.0055,-636.728,1152.85
601,0,6.07275,-4.84846,-4.15815,77.8926,974.976,-662.728,8.98809,129.038,115.687,-90.406,-643.4,1146.62
602,0,6.16162,-5.06265,-4.21105,79.9594,969.236,-669.557,9.48424,129.154,115.466,-92.6276,-649.903,1140.84
603,0,6.2121,-5.2204,-4.21179,81.7063,964.066,-676.177,9.8863,129.254,115.325,-94.3736,-656.337,1135.64
604,0,6.26536,-5.2491,-4.13484,83.3351,959.794,-682.471,10.1379,129.386,115.276,-95.7709,-662.485,1131.37
605,0,6.30409,-5.25832,-4.025,84.7532,956.574,-688.479,10.3142,129.502,115.262,-96.859,-668.402,1128.16
606,0,6.31514,-5.22769,-3.85221,86.0043,954.406,-693.98,10.3902,129.63,115.308,-97.5918,-673.92,1126.03
607,0,6.33955,-5.11052,-3.66071,87.0669,953.156,-699.095,10.3962,129.771,115.404,-98.0813,-679.032,1124.82
608,0,6.37606,-4.92364,-3.44407,87.8588,952.837,-703.769,10.3174,129.945,115.547,-98.2251,-683.683,1124.54
609,0,6.40872,-4.75829,-3.20276,88.4176,953.551,-707.889,10.2315,130.073,115.733,-98.0608,-687.79,1125.3
610,0,6.42738,-4.61084,-2.95683,88.4885,954.989,-711.481,10.1042,130.143,115.959,-97.3938,-691.407,1126.78
611,0,6.42689,-4.49178,-2.70967,88.1963,957.023,-714.591,9.95032,130.156,116.214,-96.3593,-694.59,1128.86
612,0,6.41395,-4.4554,-2.45946,87.7924,959.959,-717.356,9.82205,130.101,116.484,-95.2025,-697.454,1131.84
613,0,6.37658,-4.47115,-2.23153,86.826,963.298,-719.72,9.66798,129.966,116.767,-93.5498,-699.977,1135.22
614,0,6.34493,-4.53535,-2.00533,85.6435,967.193,-721.836,9.50837,129.791,117.055,-91.6855,-702.232,1139.16
615,0,6.32622,-4.62334,-1.77248,84.319,971.407,-723.907,9.35619,129.599,117.335,-89.6591,-704.404,1143.41
616,0,6.32313,-4.73085,-1.55618,82.7323,975.812,-725.805,9.19267,129.4,117.592,-87.4203,-706.352,1147.84
617,0,6.32996,-4.80292,-1.35115,81.0674,980.414,-727.759,8.92992,129.235,117.865,-85.1376,-708.331,1152.46
618,0,6.37492,-4.90923,-1.12997,79.2588,985.024,-729.8,8.68909,129.103,118.091,-82.6623,-710.284,1157.07
619,0,6.42497,-4.93903,-0.907413,77.4237,989.349,-731.834,8.35465,129.022,118.369,-80.157,-712.222,1161.4
620,0,6.5005,-4.9474,-0.679764,75.3604,993.416,-733.909,7.99011,128.981,118.632,-77.4082,-714.128,1165.45
621,0,6.60406,-4.93674,-0.4314,73.281,997.062,-736.108,7.6247,128.984,118.889,-74.5809,-716.08,1169.08
622,0,6.72083,-4.91406,-0.184411,71.1472,1000.23,-738.502,7.18634,129.053,119.129,-71.7034,-718.187,1172.21
623,0,6.83875,-4.82467,0.0807248,68.9736,1002.71,-740.885,6.70883,129.158,119.408,-68.7313,-720.283,1174.66
624,0,6.972,-4.68408,0.348286,66.7368,1004.51,-743.369,6.16518,129.327,119.671,-65.6884,-722.432,1176.42
625,0,7.12688,-4.51598,0.646818,64.6291,1005.64,-745.958,5.63243,129.533,119.924,-62.681,-724.626,1177.5
626,0,7.30027,-4.22793,0.942443,62.5097,1005.88,-748.711,4.98466,129.809,120.203,-59.6697,-726.915,1177.67
627,0,7.50514,-3.89598,1.27545,60.7276,1005.27,-751.617,4.34047,130.149,120.47,-56.8824,-729.262,1176.96
628,0,7.74992,-3.53147,1.63921,58.9679,1003.65,-754.674,3.71851,130.503,120.709,-54.0241,-731.632,1175.23
629,0,8.02501,-3.09527,2.03961,57.224,1001.1,-757.885,3.08421,130.889,120.939,-51.0701,-734.052,1172.52
630,0,8.32122,-2.59174,2.44705,55.3206,997.493,-761.263,2.39829,131.304,121.13,-47.9346,-736.553,1168.75
631,0,8.64851,-2.07727,2.87653,53.6841,993.257,-764.598,1.7618,131.721,121.283,-44.9995,-738.9,1164.3
632,0,8.97836,-1.6672,3.3056,51.8855,987.924,-767.969,1.18425,132.106,121.349,-41.9044,-741.273,1158.75
633,0,9.27173,-1.24552,3.71657,49.9475,981.657,-771.191,0.572563,132.492,121.393,-38.7249,-743.587,1152.26
634,0,9.52806,-0.973844,4.08505,48.0643,974.854,-774.241,0.0401399,132.865,121.329,-35.7297,-745.853,1145.25
635,0,9.73932,-0.815134,4.41758,46.2565,967.592,-777.113,-0.421175,133.231,121.216,-32.9191,-748.09,1137.81
636,0,9.89682,-0.77344,4.69018,44.5754,960.43,-779.75,-0.844626,133.588,121.042,-30.4166,-750.272,1130.5
637,0,9.99153,-0.876876,4.90666,42.812,953.2,-781.94,-1.18252,133.923,120.796,-28.0015,-752.225,1123.17
638,0,10.046,-1.07141,5.05268,40.9997,946.556,-783.859,-1.55015,134.286,120.484,-25.7505,-754.047,1116.47
639,0,10.0661,-1.30412,5.14316,39.2619,940.873,-785.588,-1.8672,134.638,120.146,-23.7417,-755.788,1110.77
640,0,10.0706,-1.54186,5.16142,37.4939,936.386,-786.812,-2.18471,134.911,119.856,-21.9203,-757.064,1106.29
641,0,10.0751,-1.75565,5.10542,35.8964,933.218,-787.338,-2.45921,135.125,119.613,-20.493,-757.627,1103.14
642,0,10.0811,-1.95689,4.96304,34.4556,931.391,-786.895,-2.69253,135.245,119.408,-19.4823,-757.198,1101.35
643,0,10.0572,-2.13084,4.75,33.3136,931.105,-785.636,-2.87828,135.293,119.271,-18.9832,-756.021,1101.14
644,0,10.0118,-2.34001,4.49908,32.2696,932.199,-783.756,-2.98215,135.305,119.163,-18.6966,-754.287,1102.32
645,0,9.96465,-2.6079,4.18289,31.3864,934.525,-781.203,-3.02465,135.27,119.057,-18.7681,-751.88,1104.74
646,0,9.93203,-2.83135,3.88053,30.9018,938.021,-778.336,-3.02636,135.256,119.013,-19.1964,-749.104,1108.32
647,0,9.91281,-3.09517,3.58952,30.5299,942.444,-775.158,-2.96176,135.253,118.975,-19.7037,-745.979,1112.81
648,0,9.92167,-3.37405,3.29953,30.3853,947.506,-771.6,-2.86809,135.22,118.951,-20.4356,-742.388,1117.92
649,0,9.95193,-3.61749,3.01668,30.5403,953.1,-767.686,-2.81295,135.183,118.971,-21.4451,-738.364,1123.54
650,0,9.98437,-3.8257,2.73235,30.9327,958.99,-763.404,-2.76286,135.118,119.016,-22.6961,-733.954,1129.45
651,0,10.0346,-4.0207,2.44933,31.5152,965.175,-758.768,-2.70443,135.032,119.061,-24.133,-729.13,1135.65
652,0,10.0735,-4.16154,2.17162,32.1321,971.469,-753.766,-2.70645,134.932,119.152,-25.5878,-723.964,1141.95
653,0,10.0953,-4.27066,1.89873,32.8601,977.604,-748.431,-2.73417,134.835,119.272,-27.1387,-718.511,1148.09
654,0,10.072,-4.33436,1.62109,33.6674,983.481,-742.669,-2.81576,134.722,119.45,-28.7829,-712.758,1153.99
655,0,10.017,-4.40904,1.35487,34.5036,988.818,-736.787,-2.86577,134.614,119.625,-30.4216,-706.982,1159.37
656,0,9.90457,-4.40912,1.07952,35.3092,993.671,-730.574,-2.93978,134.489,119.861,-32.0569,-701.037,1164.29
657,0,9.74363,-4.35901,0.809654,36.0118,997.711,-724.341,-3.06986,134.409,120.108,-33.5725,-695.217,1168.41
658,0,9.54788,-4.2113,0.533246,36.8388,1001,-717.869,-3.25064,134.343,120.391,-35.2321,-689.26,1171.79
659,0,9.31881,-4.0106,0.257487,37.5575,1003.5,-711.36,-3.45132,134.288,120.667,-36.7819,-683.371,1174.41
660,0,9.07076,-3.73804,-0.0191773,38.4098,1005.17,-704.819,-3.68577,134.252,120.951,-38.4685,-677.512,1176.19
661,0,8.82145,-3.47019,-0.272641,39.3543,1006.07,-698.388,-3.83154,134.211,121.171,-40.1777,-671.78,1177.19
662,0,8.57627,-3.19513,-0.541346,40.2229,1006,-692.068,-3.99625,134.198,121.336,-41.8575,-666.152,1177.23
663,0,8.36022,-3.03792,-0.79939,41.278,1005.33,-685.974,-3.99312,134.161,121.396,-43.6916,-660.669,1176.64
664,0,8.15689,-3.09608,-1.0757,42.1387,1003.72,-680.307,-3.85203,134.096,121.305,-45.386,-655.566,1175.1
665,0,7.99448,-3.33892,-1.32541,42.9357,1001.3,-674.916,-3.58096,134.011,121.098,-46.9356,-650.606,1172.73
666,0,7.85716,-3.40152,-1.53193,43.7673,997.639,-669.664,-3.43635,133.991,120.961,-48.3899,-645.725,1169.1
667,0,7.74869,-3.62904,-1.75611,44.737,993.433,-664.622,-3.1575,133.941,120.704,-50.0345,-640.95,1164.91
668,0,7.65874,-3.92223,-1.96246,45.5936,988.505,-659.756,-2.82334,133.871,120.395,-51.5111,-636.287,1159.99
669,0,7.57788,-4.12873,-2.17162,46.3581,982.841,-654.968,-2.5838,133.827,120.098,-52.9043,-631.677,1154.33
